Index_initial	Name_initial	Name_trimmed	Note	seq_counts	# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	taxid_matched	species_taxid_matched	file_name	merge_index	id	bofTemplateType	species_experiment	designation in screen_x	version_1_rxn_count	version_1_met_count	version_1_gen_count	version_1_gap_count	version_1_growth_rate	draft_rxn_count	draft_met_count	draft_gen_count	species	full_name	lineage_species	genus	family	order	class	phylum	assembly	agora	sort	nid	nearest_kegg_org	ref_Index_initial	designation in screen_y	GMM	BHI++	WCA	mGAM	M1	M2	M3	M4	M5	M7	M8	M9	M10	M11	M13	M14	M15A	M15B	M16	taxon_id	gram_stain	comments	gram_stain==bofTemplateType
97	Methanosphaera_stadtmanae	Methanosphaera stadtmanae		3.0	GCF_000012545.1	PRJNA224116	SAMN02604180		representative genome	339860	2317	Methanosphaera stadtmanae DSM 3091	strain=DSM 3091		latest	Complete Genome	Major	Full	1/5/06	ASM1254v1	University of Goettingen	GCA_000012545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/545/GCF_000012545.1_ASM1254v1		assembly from type material			Methanosphaera_stadtmanae_DSM_3091	97.0	97.0	GramPositive			1079.0	1221.0	717.0	114.0	2.176648996630118	405.0	615.0	388.0																																			339860		Methanosphaera stadtmanae DSM 3091. This strain (DSM 3091\; ATCC 43021\; MCB3) was isolated from human feces and is the type strain for the species.	False
98	Mitsuokella_multacida	Mitsuokella multacida		3.0	GCF_000155955.1	PRJNA224116	SAMN00000736	ABWK00000000.2	representative genome	500635	52226	Mitsuokella multacida DSM 20544	strain=DSM 20544		latest	Scaffold	Major	Full	7/22/09	ASM15595v1	Washington University Genome Sequencing Center	GCA_000155955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/955/GCF_000155955.1_ASM15595v1		assembly from type material			Mitsuokella_multacida_DSM_20544	98.0	98.0	GramNegative			1451.0	1646.0	1039.0	106.0	1.730653842752433	806.0	1042.0	730.0																																			500635	GramNegative	Mitsuokella multacida DSM 20544.  Mitsuokella multacida DSM 20544 (ATCC 27723) is the type strain and is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.   	False
99	Oribacterium_sinus	Oribacterium sinus		1.0	GCF_000160635.1	PRJNA224116	SAMN00002241	ACKX00000000.1	representative genome	585501	237576	Oribacterium sinus F0268	strain=F0268		latest	Scaffold	Major	Full	5/15/09	ASM16063v1	Baylor College of Medicine	GCA_000160635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/635/GCF_000160635.1_ASM16063v1					Oribacterium_sinus_F0268	99.0	99.0	GramPositive			1221.0	1392.0	843.0	108.0	0.16669741863601803	561.0	793.0	539.0																																			585501	GramPositive	Oribacterium sinus F0268.This strain will be sequenced for comparative genome analysis.	True
100	Prevotella_buccalis	Prevotella buccalis		4.0	GCF_000177075.1	PRJNA224116	SAMN00003363	ADEG00000000.1	representative genome	679190	28127	Prevotella buccalis ATCC 35310	strain=ATCC 35310		latest	Contig	Major	Full	12/15/09	ASM17707v1	JCVI	GCA_000177075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/075/GCF_000177075.1_ASM17707v1		assembly from type material			Prevotella_buccalis_ATCC_35310	100.0	100.0	GramNegative			1257.0	1419.0	820.0	175.0	0.23113352031059103	517.0	765.0	439.0																																			679190	GramNegative	Prevotella buccalis ATCC 35310.This is the type strain.This strain will be used for comparative genome analysis.	True
101	Pyramidobacter_piscolens	Pyramidobacter piscolens		1.0	GCF_000177335.1	PRJNA224116	SAMN00002506	ADFP00000000.1	representative genome	352165	638849	Pyramidobacter piscolens W5455	strain=W5455		latest	Contig	Major	Full	12/30/09	ASM17733v1	J. Craig Venter Institute	GCA_000177335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/335/GCF_000177335.1_ASM17733v1		assembly from type material			Pyramidobacter_piscolens_W5455	101.0	101.0	GramNegative			1322.0	1478.0	1058.0	171.0	1.30754319161115	602.0	833.0	654.0																																			352165	GramNegative	Pyramidobacter piscolens W5455. Pyramidobacter piscolens W5455, also called Synergistetes bacterium W5455, was isolated from the human oral cavity.	True
102	Ruminococcus_champanellensis	Ruminococcus champanellensis		3.0	GCF_000210095.1	PRJNA224116	SAMEA3138364		representative genome	213810	1161942	Ruminococcus champanellensis 18P13 = JCM 17042	strain=type strain: 18P13		latest	Chromosome	Major	Full	3/25/10	ASM21009v1	MetaHIT	GCA_000210095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/095/GCF_000210095.1_ASM21009v1		assembly from type material			Ruminococcus_champanellensis_18P13_=_JCM_17042	102.0	102.0	GramPositive			1176.0	1373.0	727.0	79.0	0.31912387560990757	534.0	798.0	446.0																																			213810	GramPositive	Ruminococcus sp. 18P13. Cellulolytic bacterium from the human intestine (Robert C &amp\; Bernalier-Donadille 2003 FEMS Microbiol Ecol 46:81-89).	True
103	Streptococcus_anginosus	Streptococcus anginosus		68.0	GCF_000463505.1	PRJNA224116	SAMN02603663		representative genome	862971	1328	Streptococcus anginosus C238	strain=C238		latest	Complete Genome	Major	Full	9/3/13	ASM46350v1	National Microbiology Laboratory, Public Health Agency of Canada	GCA_000463505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/505/GCF_000463505.1_ASM46350v1					Streptococcus_anginosus_C238	103.0	103.0	GramPositive			1231.0	1416.0	792.0	112.0	0.3107048927724801	570.0	803.0	488.0																																			862971		-	False
104	Streptococcus_constellatus	Streptococcus constellatus		18.0	GCF_008633005.1	PRJNA224116	SAMD00149544	BHYN00000000.1	na	184246	76860	Streptococcus constellatus subsp. constellatus	strain=ATCC 27823		latest	Scaffold	Major	Full	9/18/19	ASM863300v1	Sunstar Inc.	GCA_008633005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/633/005/GCF_008633005.1_ASM863300v1		assembly from type material			Streptococcus_constellatus_subsp._constellatus	104.0	104.0	GramPositive			1223.0	1396.0	772.0	115.0	0.3107048927724801	561.0	780.0	468.0																																			184246		Some pathogens in pyothorax or pulmonary abscess is thought to be derived from the oral cavity\; however it has not been proven genetically. In this study, we examined genetic homology using a next-generation sequencer. In National Hospital Organization of Himeji Medical Center, subsequent patients with pulmonary abscess or pyothorax were recruited. Oral bacterial flora was obtained by wiping the oral cavity. Pus was collected by percutaneous needle aspiration and cultured. The isolated strain was identified based on 16S rRNA. We limited genetic homology study to the species which have genome information disclosed on the internet to design the isolated strain-specific primer. We also limited the homology study to the strains which contained **>= copies/ml of oral sample enough for PCR. The whole genome of the isolated strain was sequenced using an Illumina Miseq sequencer. We designed 5 sets of isolated strain-specific primers compared with the genome information of the same species on the internet. Total DNA of oral bacterial flora was amplified by PCR using these primers, and the sequence of the amplicons was analyzed for the homology. Between Aug 1, 2013, and Mar 27, 2015, 42 patients were recruited. **4 patients with pulmonary abscess and 4 with pyothorax were eligible for genetic homology test. Streptococcus anginosus group (n=6), Parvimonas micra (n=1), and Fusobacterium nucleatum (n=1) were isolated from pus. In all patients, all amplified sequences in oral bacterial flora completely matched the genome sequence of the isolated strain, but did not perfectly match the genome for the same species in database disclosed on the internet. To our knowledge, this is the first report proving that bacteria isolated from pulmonary abscess or pyothorax are identical to oral bacteria at the strain level based on genetic homology.	False
105	Streptococcus_equinus	Streptococcus equinus		44.0	GCF_000964315.1	PRJNA224116	SAMN02841210	JNLO00000000.1	representative genome	1335	1335	Streptococcus equinus	strain=AG46		latest	Contig	Major	Full	3/27/15	ASM96431v1	DOE Joint Genome Institute	GCA_000964315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/964/315/GCF_000964315.1_ASM96431v1					Streptococcus_equinus	105.0	105.0	GramPositive			1223.0	1385.0	802.0	68.0	0.10892986638422943	597.0	807.0	538.0																																			1335		The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	False
106	Streptococcus_gallolyticus	Streptococcus gallolyticus		26.0	GCF_002000985.1	PRJNA224116	SAMN06140979		representative genome	1258574	315405	Streptococcus gallolyticus subsp. gallolyticus DSM 16831	strain=DSM 16831		latest	Complete Genome	Major	Full	2/16/17	ASM200098v1	Herz- und Diabeteszentrum Nordrhein-Westfalen Universitaetsklinik der Ruhr-Universitaet Bochum	GCA_002000985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/985/GCF_002000985.1_ASM200098v1		assembly from type material			Streptococcus_gallolyticus_subsp._gallolyticus_DSM_16831	106.0	106.0	GramPositive			1253.0	1439.0	879.0	69.0	0.07272379697052772	629.0	861.0	622.0																																			1258574		Streptococcus gallolyticus subsp. gallolyticus DSM 16831 is an intriguing strain because of its very low virulent phenotype	False
107	Streptococcus_gordonii	Streptococcus gordonii		53.0	GCF_000017005.1	PRJNA224116	SAMN02603977		representative genome	467705	1302	Streptococcus gordonii str. Challis substr. CH1	strain=Challis substr. CH1		latest	Complete Genome	Major	Full	9/11/07	ASM1700v1	TIGR	GCA_000017005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/005/GCF_000017005.1_ASM1700v1					Streptococcus_gordonii_str._Challis_substr._CH1	107.0	107.0	GramPositive			1237.0	1405.0	808.0	80.0	0.23635812825232844	605.0	823.0	542.0																																			467705	GramPositive	Streptococcus gordonii strain Challis. This strain is used extensively in the laboratory because of its well characterized transformation system.	True
108	Streptococcus_mutans	Streptococcus mutans		200.0	GCF_000007465.2	PRJNA57947	SAMN02604090		reference genome	210007	1309	Streptococcus mutans UA159	strain=UA159		latest	Complete Genome	Major	Full	9/1/11	ASM746v2	Univ. Oklahoma	GCA_000007465.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/465/GCF_000007465.2_ASM746v2					Streptococcus_mutans_UA159	108.0	108.0	GramPositive			1230.0	1404.0	798.0	75.0	0.07264027644293543	606.0	832.0	539.0																																			210007	GramPositive	Streptococcus mutans strain UA159. This strain is a serotype c strain isolated from a child with active dental caries in 1982.	True
109	Streptococcus_sp__C150	Streptococcus sp. C150		1.0	GCF_000187445.1	PRJNA224116	SAMN02463753	ACRI00000000.1	na	435842	435842	Streptococcus sp. C150	strain=C150		latest	Scaffold	Major	Full	2/3/11	ASM18744v1	Broad Institute	GCA_000187445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/445/GCF_000187445.1_ASM18744v1					Streptococcus_sp._C150	109.0	109.0	GramPositive			1242.0	1401.0	796.0	67.0	0.07271844744020413	629.0	832.0	540.0																																			435842	GramPositive	Streptococcus sp. C150.This strain will be used for comparative genome analysis.	True
110	Streptococcus_sp__M143	Streptococcus sp. M143		1.0	GCF_000162495.1	PRJNA224116	SAMN02463755	ACRK00000000.1	na	563037	563037	Streptococcus sp. M143	strain=M143		latest	Scaffold	Major	Full	12/4/09	ASM16249v1	Broad Institute	GCA_000162495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/495/GCF_000162495.1_ASM16249v1					Streptococcus_sp._M143	110.0	110.0	GramPositive			1225.0	1386.0	785.0	90.0	0.2555047329739322	586.0	797.0	514.0																																			563037	GramPositive	Streptococcus sp. M143.This strain will be used for comparative genome analysis.	True
111	Streptococcus_sp__oral_taxon_071	Streptococcus sp. oral taxon 071 str. 73H25AP		1.0	GCF_000146755.1	PRJNA224116	SAMN00260141	AEEP00000000.1	na	864570	712630	Streptococcus sp. oral taxon 071 str. 73H25AP	strain=73H25AP		latest	Scaffold	Major	Full	9/3/10	ASM14675v1	Baylor College of Medicine	GCA_000146755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/755/GCF_000146755.1_ASM14675v1					Streptococcus_sp._oral_taxon_071_str._73H25AP	111.0	111.0	GramPositive			1237.0	1408.0	794.0	83.0	0.24719468929189514	603.0	820.0	524.0																																			864570	GramPositive	Streptococcus sp. oral taxon 071 str. 73H25AP.Reference genome for the Human Microbiome Project	True
112	Streptococcus_vestibularis	Streptococcus vestibularis		8.0	GCF_000188295.1	PRJNA224116	SAMN00253297	AEVI00000000.1	na	889206	1343	Streptococcus vestibularis ATCC 49124	strain=ATCC 49124		latest	Scaffold	Major	Full	2/10/11	ASM18829v1	Baylor College of Medicine	GCA_000188295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/188/295/GCF_000188295.1_ASM18829v1		assembly from type material			Streptococcus_vestibularis_ATCC_49124	112.0	112.0	GramPositive			1218.0	1393.0	767.0	78.0	0.07272221725502527	589.0	806.0	500.0																																			889206		Reference genome for the Human Microbiome Project	False
113	Turicibacter_sanguinis	Turicibacter sanguinis		8.0	GCF_001406595.1	PRJNA224116	SAMEA3545317	CYZQ00000000.1	representative genome	154288	154288	Turicibacter sanguinis	strain=2789STDY5834851		latest	Scaffold	Major	Full	10/1/15	13470_2#70	SC	GCA_001406595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/406/595/GCF_001406595.1_13470_2_70					Turicibacter_sanguinis	113.0	113.0	GramNegative			1323.0	1488.0	944.0	175.0	0.0	592.0	826.0	552.0																																			154288		Whole genome and metagenomic sequencing of novel and characterised bacteria from healthy human donors These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/	False
114	Veillonella_sp__oral_taxon_158	Veillonella sp. oral taxon 158 str. F0412		1.0	GCF_000183505.1	PRJNA224116	SAMN00116785	AENU00000000.1	na	879309	671228	Veillonella sp. oral taxon 158 str. F0412	strain=F0412		latest	Contig	Major	Full	12/2/10	ASM18350v1	J. Craig Venter Institute	GCA_000183505.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/505/GCF_000183505.1_ASM18350v1					Veillonella_sp._oral_taxon_158_str._F0412	114.0	114.0	GramNegative			1353.0	1511.0	937.0	145.0	0.09484759984085936	657.0	884.0	575.0																																			879309		A reference genome for the Human Microbiome Project. ;many frameshifted proteins	False
115	X_Bacteroides__pectinophilus	[Bacteroides] pectinophilus		2.0	GCF_000155855.1	PRJNA224116	SAMN02415621	ABVQ00000000.1	representative genome	483218	384638	[Bacteroides] pectinophilus ATCC 43243	strain=ATCC 43243		latest	Scaffold	Major	Full	11/18/08	ASM15585v1	Washington University Genome Sequencing Center	GCA_000155855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/855/GCF_000155855.1_ASM15585v1		assembly from type material			[Bacteroides]_pectinophilus_ATCC_43243	115.0	115.0	GramNegative			1281.0	1426.0	878.0	169.0	0.0	557.0	789.0	502.0																																			483218	GramNegative	Bacteroides pectinophilus  ATCC 43243. Bacteroides pectinophilus ATCC 43243 is the type strain and is being sequenced as part of the human gut microbiome project.	True
116	X_Ruminococcus__gnavus	[Ruminococcus] gnavus		41.0	GCF_000526735.1	PRJNA224116	SAMN02584990	JAGQ00000000.1	representative genome	1384063	33038	[Ruminococcus] gnavus AGR2154	strain=AGR2154		latest	Contig	Major	Full	1/14/14	ASM52673v1	DOE Joint Genome Institute	GCA_000526735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/735/GCF_000526735.1_ASM52673v1				True	[Ruminococcus]_gnavus_AGR2154	116.0	116.0	GramPositive			1327.0	1536.0	966.0	78.0	0.26759032185746023	696.0	961.0	692.0																																			1384063	GramPositive	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	True
ref_1.0					GCF_000154225.1	PRJNA224116	SAMN00627054	AAYI00000000.2	na	411466	1660	Schaalia odontolytica ATCC 17982	strain=ATCC 17982		latest	Scaffold	Major	Full	5/25/07	ASM15422v1	Washington University Genome Sequencing Center	GCA_000154225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/225/GCF_000154225.1_ASM15422v1					addition_Schaalia_odontolytica_ATCC_17982			GramPositive		A. odontolyticus	1264.0	1446.0	769.0	93.0	0.27004271809615393	631.0	856.0	487.0	A. odontolyticus	Actinomyces odontolyticus (S2) DSM No: 43331	A. odontolyticus	Actinomyces 	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteria	GCA_000154225.1_ASM15422v1	Actinomyces_odontolyticus_ATCC_17982.xml	1.0	NT5039		ref_1.0	A. odontolyticus	0	0.795 (0.476)	0.786 (0.458)	0.39 (0.245)	0	1.148 (0.349)	1.199 (0.154)	0.668 (0.365)	1.315 (0.281)	1.172 (0.372)	1.464 (0.381)	0	0	1.101 (0.431)	0	0	0	0.0	0.0	411466	GramPositive	Actinomyces odontolyticus DSM 43331. Actinomyces odontolyticus DSM 43331 was originally isolated from human dental cavity. It is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.   	False
ref_4.0					GCF_000277345.1	PRJNA224116	SAMN02603215		na	742729	28025	Bifidobacterium animalis subsp. lactis Bi-07	strain=Bi-07		latest	Complete Genome	Major	Full	5/7/12	ASM27734v1	DuPont	GCA_000277345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/345/GCF_000277345.1_ASM27734v1					addition_Bifidobacterium_animalis_subsp._lactis_Bi-07			GramPositive		B. animalis subsp. lactis BI-07	1167.0	1311.0	680.0	89.0	0.14928568516434232	533.0	721.0	401.0	B. animalis subsp. lactis BI-07	Bifidobacterium animalis subsp. lactis BI-07 (S1)	B. animalis subsp. Lactis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinobacteria	Actinobacteria	GCA_000277345.1_ASM27734v1	Bifidobacterium_animalis_lactis_Bi_07.xml	3.0	NT5044	bls	ref_4.0	B. animalis subsp. lactis BI-07	0.755 (0.44)	0.738 (0.307)	1.147 (0.572)	0.703 (0.483)	0	0.768 (0.185)	0.49 (0.144)	0.578 (0.098)	0.638 (0.183)	0.413 (0.072)	0.459 (0.128)	0	0.475 (0.168)	0.393 (0.383)	0	0	0	0.0	0.0	742729	GramPositive	ATCC SD-5220 B. animalis subsp. lactis is a Gram-positive lactic acid bacterium commonly found in the gut of healthy humans, which has the ability to survive in the GIT and modify fecal flora without significant affect on the overall composition of main bacterial populations. This strain has also been demonstrated to modulate the immune response in human intestinal epithelial cells and improves symptoms of abdominal bloating in people with functional bowel disorders.	False
ref_5.0					GCF_000022705.1	PRJNA224116	SAMN02603172		na	580050	28025	Bifidobacterium animalis subsp. lactis Bl-04	strain=Bl-04; ATCC SD5219		latest	Complete Genome	Major	Full	6/19/09	ASM2270v1	Danisco USA Inc.	GCA_000022705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/705/GCF_000022705.1_ASM2270v1					addition_Bifidobacterium_animalis_subsp._lactis_Bl-04			GramPositive		B. animalis subsp. lactis BL-04	1077.0	1276.0	585.0	0.0	0.0	533.0	722.0	402.0	B. animalis subsp. lactis BL-04	Bifidobacterium animalis subsp. lactis BL-04 (S1) DGCC2908	B. animalis subsp. Lactis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinobacteria	Actinobacteria	GCA_000022705.1_ASM2270v1	Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml	4.0	NT5043	blc	ref_5.0	B. animalis subsp. lactis BL-04	0.903 (0.021)	0.854 (0.611)	0.738 (0.018)	0.421 (0.08)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	580050	GramPositive	Bifidobacterium animalis subsp. lactis Bl-04. ATCC SD5219. B. animalis subsp. lactis is a Gram-positive lactic acid bacterium commonly found in the gut of healthy humans, which has the ability to survive in the GIT, adhere to human epithelial cells in vitro, modify fecal flora, modulate the host immune response, utilize non-digestible oligosaccharides, and prevent microbial gastroenteritis and colitis.	False
ref_7.0					GCF_000025985.1	PRJNA224116	SAMEA1705957		representative genome	272559	817	Bacteroides fragilis NCTC 9343			latest	Complete Genome	Major	Full	3/3/05	ASM2598v1	Sanger Institute	GCA_000025985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/985/GCF_000025985.1_ASM2598v1		assembly from type material			addition_Bacteroides_fragilis_NCTC_9343			GramPositive		B. fragilis	1452.0	1749.0	1046.0	54.0	0.3180511277206426	841.0	1187.0	805.0	B. fragilis	Bacteroides fragilis (S2) nontoxigenic DSM No.: 2151	B. fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000025985.1_ASM2598v1	Bacteroides_fragilis_NCTC_9343.xml	29.0	NT5003	bfs	ref_7.0	B. fragilis	0.696 (0.365)	0.774 (0.33)	0.884 (0.416)	1.488 (0.26)	0	0.269 (NA)	0.528 (0.401)	0.748 (0.146)	0.756 (0.124)	0.627 (0.037)	0.914 (0.217)	0	0.354 (0.317)	0.629 (0.159)	0.412 (0.254)	0.211 (NA)	0	0.0	0.0	272559		The Canadian MetaMicrobiome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA202388. This project includes samples from the following biomes : Terrestrial, Fecal.;high contig L50;low contig N50	False
ref_10.0					GCF_000269965.1	PRJNA224116	SAMD00060952		na	391904	216816	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	strain=JCM 1222		latest	Complete Genome	Major	Full	1/28/11	ASM26996v1	University of Tokyo, Graduate School of Frontier Sciences	GCA_000269965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/269/965/GCF_000269965.1_ASM26996v1		assembly from type material			addition_Bifidobacterium_longum_subsp._infantis_ATCC_15697_=_JCM_1222_=_DSM_20088			GramPositive		B. longum subsp. infantis	1264.0	1421.0	757.0	89.0	0.20661950033850882	632.0	849.0	487.0	B. longum subsp. infantis	Bifidobacterium longum subsp. infantis (S1) DSM No.: 20088	B. longum subsp. infantis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinobacteria	Actinobacteria	GCA_000269965.1_ASM26996v1	Bifidobacterium_longum_infantis_ATCC_15697.xml	5.0	NT5023	blon	ref_10.0	B. longum subsp. infantis	0.392 (0.035)	0.535 (0.199)	0.588 (0.07)	0	0.27 (0.131)	1.562 (0.04)	1.256 (0.019)	1.506 (0.049)	1.176 (0.03)	0	1.478 (0.041)	0	1.173 (0.097)	1.029 (0.072)	0.582 (0.007)	1.006 (0.172)	0	0.0	0.0	391904	GramPositive	Bifidobacterium longum subsp. infantis str. ATCC 15697. This strain was isolated from human infant feces and will be used for comparative genomics.	False
ref_15.0					GCF_000154365.1	PRJNA224116	SAMN00627070	ABCC00000000.2	na	411902	208479	[Clostridium] bolteae ATCC BAA-613	strain=ATCC BAA-613		latest	Scaffold	Major	Full	9/12/07	ASM15436v1	Washington University Genome Sequencing Center	GCA_000154365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/365/GCF_000154365.1_ASM15436v1		assembly from type material			addition_[Clostridium]_bolteae_ATCC_BAA-613			GramPositive		C. bolteae	1579.0	1904.0	1690.0	0.0	0.0	1038.0	1357.0	1514.0	C. bolteae	Clostridium bolteae (S1) DSM No.: 15670	C. bolteae	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	GCA_000154365.1_ASM15436v1	Clostridium_bolteae_ATCC_BAA_613.xml	52.0	NT5026		ref_15.0	C. bolteae	1.047 (0.456)	0.769 (0.353)	0.791 (0.388)	0.696 (0.418)	0	0	0	0	0	0	0.26 (0.108)	0	0	0	0	0	0	0.0	0.0	411902	GramPositive	Clostridium bolteae ATCC BAA-613.This strain was isolated from human feces and is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.	False
ref_18.0					GCF_000013285.1	PRJNA224116	SAMN02604008		representative genome	195103	1502	Clostridium perfringens ATCC 13124	strain=ATCC 13124		latest	Complete Genome	Major	Full	7/25/06	ASM1328v1	TIGR	GCA_000013285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/285/GCF_000013285.1_ASM1328v1		assembly from type material			addition_Clostridium_perfringens_ATCC_13124			GramNegative		C. perfringens S107	1507.0	1728.0	1109.0	160.0	1.6101346598552926	805.0	1100.0	734.0	C. perfringens S107	Clostridium perfringens (S2) DSM 756	C. perfringens	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	GCA_000013285.1_ASM1328v1	Clostridium_perfringens_ATCC_13124.xml	55.0	NT5031	cpf	ref_18.0	C. perfringens S107	0.652 (0.314)	0.937 (0.375)	1.106 (0.471)	1.313 (0.304)	0	1.074 (0.093)	0.682 (0.123)	0.465 (0.35)	0.902 (0.168)	0.626 (0.092)	0.682 (0.083)	0.213 (0.049)	0.138 (0.045)	0.706 (0.142)	0	0.594 (0.278)	0	0.0	0.0	195103	GramPositive	Clostridium perfringens strain ATCC 13124. This strain is a type A isolate and is also the type strain of the species. It is used as a quality control organism in clinical and laboratory diagnostics.	False
ref_20.0					GCF_000144625.1	PRJNA224116	SAMN00017134		representative genome	610130	84030	[Clostridium] saccharolyticum WM1	strain=WM1		latest	Complete Genome	Major	Full	8/5/10	ASM14462v1	US DOE Joint Genome Institute	GCA_000144625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/625/GCF_000144625.1_ASM14462v1		assembly from type material			addition_[Clostridium]_saccharolyticum_WM1			GramNegative		C. saccharolyticum	1545.0	1798.0	1338.0	115.0	0.2901900323694631	886.0	1192.0	1017.0	C. saccharolyticum	Clostridium saccharolyticum (S1) DSM No: 2544	C. saccharolyticum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	GCA_000144625.1_ASM14462v1		57.0	NT5037	csh	ref_20.0	C. saccharolyticum	0.646 (0.229)	0.631 (0.292)	0.526 (0.305)	0.313 (0.195)	0.151 (0.09)	1.269 (0.313)	0.576 (0.147)	0.546 (0.153)	1.136 (0.227)	0.518 (0.147)	0.862 (0.056)	0	0.696 (0.087)	0.757 (0.16)	0	0	0	0.0	0.0	610130	GramNegative	Clostridium saccharolyticum WM1. This genome will be used for comparative analysis.	False
