	id_c	id	compartment	name	metacyc_id	kegg_id	seed_id	metanetx_id	metacyc_from_bigg	iML1515	iYO844	iAF692	metacyc_id_iML1515	kegg_id_iML1515	seed_id_iML1515	metanetx_id_iML1515	metacyc_id_iYO844	kegg_id_iYO844	seed_id_iYO844	metanetx_id_iYO844	metacyc_id_iAF692	kegg_id_iAF692	seed_id_iAF692	metanetx_id_iAF692
1863	no3_p	no3	p	Nitrate	NITRATE; CPD-15028	C00244	cpd00209	MNXM207	NITRATE	iML1515			['META:NITRATE', 'META:CPD-15028']	['C00244']	['cpd00209']	['MNXM207']								
1864	no_c	no	c	Nitric oxide	NITRIC-OXIDE	C00533		MNXM228	NITRIC-OXIDE	iML1515			['META:NITRIC-OXIDE']	['C00533']		['MNXM228']								
1865	no_e	no	e	Nitric oxide	NITRIC-OXIDE	C00533		MNXM228	NITRIC-OXIDE	iML1515			['META:NITRIC-OXIDE']	['C00533']		['MNXM228']								
1866	no_p	no	p	Nitric oxide	NITRIC-OXIDE	C00533		MNXM228	NITRIC-OXIDE	iML1515			['META:NITRIC-OXIDE']	['C00533']		['MNXM228']								
1867	nona_c	nona			CPD-8505	C01601	cpd01126	MNXM12480	CPD-8505		iYO844						['META:CPD-8505']	['C01601']	['cpd01126']	['MNXM12480']				
1868	nonal_c	nonal			CPD-8491		cpd15618	MNXM19927	CPD-8491		iYO844						['META:CPD-8491']		['cpd15618']	['MNXM19927']				
1869	novbcn_e	novbcn	e	Novobiocin	CPD-15417	C05080	cpd03032	MNXM65002	CPD-15417	iML1515			['META:CPD-15417']	['C05080']	['cpd03032']	['MNXM65002']								
1870	novbcn_p	novbcn	p	Novobiocin	CPD-15417	C05080	cpd03032	MNXM65002	CPD-15417	iML1515			['META:CPD-15417']	['C05080']	['cpd03032']	['MNXM65002']								
1871	o16a2und_p	o16a2und	p	(O16 antigen)x2 undecaprenyl diphosphate			cpd15516	MNXM31520		iML1515					['cpd15516']	['MNXM31520']								
1872	o16a3und_p	o16a3und	p	(O16 antigen)x3 undecaprenyl diphosphate			cpd15517	MNXM31521		iML1515					['cpd15517']	['MNXM31521']								
1873	o16a4colipa_e	o16a4colipa	e	(O16 antigen)x4 core oligosaccharide lipid A			cpd15518	MNXM91789		iML1515					['cpd15518']	['MNXM91789']								
1874	o16a4colipa_p	o16a4colipa	p	(O16 antigen)x4 core oligosaccharide lipid A			cpd15518	MNXM91789		iML1515					['cpd15518']	['MNXM91789']								
1875	o16a4und_p	o16a4und	p	(O16 antigen)x4 undecaprenyl diphosphate			cpd15519	MNXM31523		iML1515					['cpd15519']	['MNXM31523']								
1876	o16aund_c	o16aund	c	O16 antigen undecaprenyl diphosphate	CPD0-2279		cpd15520	MNXM65211		iML1515			['META:CPD0-2279']		['cpd15520']	['MNXM65211']								
1877	o16aund_p	o16aund	p	O16 antigen undecaprenyl diphosphate	CPD0-2279		cpd15520	MNXM65211		iML1515			['META:CPD0-2279']		['cpd15520']	['MNXM65211']								
1878	o2_c	o2	c	O2 O2	OXYGEN-MOLECULE	C00007	cpd00007	MNXM4	OXYGEN-MOLECULE	iML1515	iYO844	iAF692	['META:OXYGEN-MOLECULE']	['C00007']	['cpd00007']	['MNXM4']	['META:OXYGEN-MOLECULE']	['C00007']	['cpd00007']	['MNXM4']	['META:OXYGEN-MOLECULE']	['C00007']	['cpd00007']	['MNXM4']
1879	o2_e	o2	e	O2 O2	OXYGEN-MOLECULE	C00007	cpd00007	MNXM4	OXYGEN-MOLECULE	iML1515	iYO844		['META:OXYGEN-MOLECULE']	['C00007']	['cpd00007']	['MNXM4']	['META:OXYGEN-MOLECULE']	['C00007']	['cpd00007']	['MNXM4']				
1880	o2_p	o2	p	O2 O2	OXYGEN-MOLECULE	C00007	cpd00007	MNXM4	OXYGEN-MOLECULE	iML1515			['META:OXYGEN-MOLECULE']	['C00007']	['cpd00007']	['MNXM4']								
1881	o2s_c	o2s	c	Superoxide anion	SUPER-OXIDE	C00704		MNXM330	SUPER-OXIDE	iML1515	iYO844	iAF692	['META:SUPER-OXIDE']	['C00704']		['MNXM330']	['META:SUPER-OXIDE']	['C00704']		['MNXM330']	['META:SUPER-OXIDE']	['C00704']		['MNXM330']
1882	o2s_e	o2s	e	Superoxide anion	SUPER-OXIDE	C00704		MNXM330	SUPER-OXIDE	iML1515			['META:SUPER-OXIDE']	['C00704']		['MNXM330']								
1883	o2s_p	o2s	p	Superoxide anion	SUPER-OXIDE	C00704		MNXM330	SUPER-OXIDE	iML1515			['META:SUPER-OXIDE']	['C00704']		['MNXM330']								
1884	oaa_c	oaa	c	Oxaloacetate	OXALACETIC_ACID	C00036	cpd00032	MNXM46	OXALACETIC_ACID	iML1515	iYO844	iAF692	['META:OXALACETIC_ACID']	['C00036']	['cpd00032']	['MNXM46']	['META:OXALACETIC_ACID']	['C00036']	['cpd00032']	['MNXM46']	['META:OXALACETIC_ACID']	['C00036']	['cpd00032']	['MNXM46']
1885	oc2coa_c	oc2coa	c	Trans-Oct-2-enoyl-CoA	CPD0-2108	C05276	cpd03130	MNXM784	CPD0-2108	iML1515	iYO844		['META:CPD0-2108']	['C05276']	['cpd03130']	['MNXM784']	['META:CPD0-2108']	['C05276']	['cpd03130']	['MNXM784']				
1886	ocACP_c	ocACP	c	Octanoyl-ACP (n-C8:0ACP)				MNXM90185		iML1515						['MNXM90185']								
1887	occoa_c	occoa	c	Octanoyl-CoA (n-C8:0CoA)	CPD-196	C01944	cpd01335	MNXM342	CPD-196	iML1515	iYO844		['META:CPD-196']	['C01944']	['cpd01335']	['MNXM342']	['META:CPD-196']	['C01944']	['cpd01335']	['MNXM342']				
1888	ocdcaACP_c	ocdcaACP	c	Octadecanoyl-ACP (n-C18:0ACP)				MNXM3075		iML1515						['MNXM3075']								
1889	ocdca_c	ocdca	c	Octadecanoate (n-C18:0)	STEARIC_ACID	C01530	cpd01080	MNXM236	STEARIC_ACID	iML1515	iYO844		['META:STEARIC_ACID']	['C01530']	['cpd01080']	['MNXM236']	['META:STEARIC_ACID']	['C01530']	['cpd01080']	['MNXM236']				
1890	ocdca_e	ocdca	e	Octadecanoate (n-C18:0)	STEARIC_ACID	C01530	cpd01080	MNXM236	STEARIC_ACID	iML1515			['META:STEARIC_ACID']	['C01530']	['cpd01080']	['MNXM236']								
1891	ocdca_p	ocdca	p	Octadecanoate (n-C18:0)	STEARIC_ACID	C01530	cpd01080	MNXM236	STEARIC_ACID	iML1515			['META:STEARIC_ACID']	['C01530']	['cpd01080']	['MNXM236']								
1892	ocdcal_c	ocdcal			CPD-55	C01838	cpd01264	MNXM2269	CPD-55		iYO844						['META:CPD-55']	['C01838']	['cpd01264']	['MNXM2269']				
1893	ocdcap_c	ocdcap	c	Octadecanoyl-phosphate (n-C18:0)				MNXM147528		iML1515						['MNXM147528']								
1894	ocdcea_c	ocdcea	c	Octadecenoate (n-C18:1)	OLEATE-CPD	C00712	cpd00536	MNXM306		iML1515	iYO844		['META:OLEATE-CPD']	['C00712']	['cpd00536']	['MNXM306']	['META:OLEATE-CPD']	['C00712']	['cpd00536']	['MNXM306']				
1895	ocdcea_e	ocdcea	e	Octadecenoate (n-C18:1)	OLEATE-CPD	C00712	cpd00536	MNXM306		iML1515			['META:OLEATE-CPD']	['C00712']	['cpd00536']	['MNXM306']								
1896	ocdcea_p	ocdcea	p	Octadecenoate (n-C18:1)	OLEATE-CPD	C00712	cpd00536	MNXM306		iML1515			['META:OLEATE-CPD']	['C00712']	['cpd00536']	['MNXM306']								
1897	ocdceap_c	ocdceap	c	Octadecanoyl-phosphate (n-C18:1)				MNXM147529		iML1515						['MNXM147529']								
1898	octa_c	octa	c	Octanoate (n-C8:0)	CPD-195	C06423	cpd03846	MNXM750	CPD-195	iML1515	iYO844		['META:CPD-195']	['C06423']	['cpd03846']	['MNXM750']	['META:CPD-195']	['C06423']	['cpd03846']	['MNXM750']				
1899	octa_e	octa	e	Octanoate (n-C8:0)	CPD-195	C06423	cpd03846	MNXM750	CPD-195	iML1515			['META:CPD-195']	['C06423']	['cpd03846']	['MNXM750']								
1900	octa_p	octa	p	Octanoate (n-C8:0)	CPD-195	C06423	cpd03846	MNXM750	CPD-195	iML1515			['META:CPD-195']	['C06423']	['cpd03846']	['MNXM750']								
1901	octal_c	octal			CPD-371	C01545	cpd01088; cpd15619	MNXM2705	CPD-371		iYO844						['META:CPD-371']	['C01545']	['cpd01088', 'cpd15619']	['MNXM2705']				
1902	octapb_c	octapb	c	Octanoate (protein bound)				MNXM147531		iML1515						['MNXM147531']								
1903	octdp_c	octdp	c	All-trans-Octaprenyl diphosphate	OCTAPRENYL-DIPHOSPHATE	C04146	cpd30761; cpd02557	MNXM811	OCTAPRENYL-DIPHOSPHATE	iML1515			['META:OCTAPRENYL-DIPHOSPHATE']	['C04146']	['cpd30761', 'cpd02557']	['MNXM811']								
1904	octeACP_c	octeACP	c	Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)				MNXM89950		iML1515						['MNXM89950']								
1905	od2coa_c	od2coa	c	Trans-Octadec-2-enoyl-CoA	CPD-10262	C16218	cpd14937	MNXM954	CPD-10262	iML1515			['META:CPD-10262']	['C16218']	['cpd14937']	['MNXM954']								
1906	odecoa_c	odecoa	c	Octadecenoyl-CoA (n-C18:1CoA)	OLEOYL-COA			MNXM1848	OLEOYL-COA	iML1515	iYO844					['MNXM1848']				['MNXM1848']				
1907	ogmeACP_c	ogmeACP	c	3-Oxo-glutaryl-[acyl-carrier protein] methyl ester				MNXM147799		iML1515						['MNXM147799']								
1908	ohepa_c	ohepa					cpd15900	MNXM114343				iAF692											['cpd15900']	['MNXM114343']
1909	ohexa_c	ohexa					cpd15901	MNXM6073				iAF692											['cpd15901']	['MNXM6073']
1910	ohpb_c	ohpb	c	2-Oxo-3-hydroxy-4-phosphobutanoate	3OH-4P-OH-ALPHA-KETOBUTYRATE	C06054	cpd03606	MNXM1514	3OH-4P-OH-ALPHA-KETOBUTYRATE	iML1515			['META:3OH-4P-OH-ALPHA-KETOBUTYRATE']	['C06054']	['cpd03606']	['MNXM1514']								
1911	op4en_c	op4en	c	2-Oxopent-4-enoate	OXOPENTENOATE		cpd27712	MNXM312		iML1515			['META:OXOPENTENOATE']		['cpd27712']	['MNXM312']								
1912	opmeACP_c	opmeACP	c	3-Oxo-pimeloyl-[acyl-carrier protein] methyl ester				MNXM147801		iML1515						['MNXM147801']								
1913	orn__L_c	orn__L			L-ORNITHINE	C00077; C01602	cpd00064; cpd19016	MNXM89689	L-ORNITHINE		iYO844						['META:L-ORNITHINE']	['C00077', 'C01602']	['cpd00064', 'cpd19016']	['MNXM89689']				
1914	orn__L_e	orn__L			L-ORNITHINE	C00077; C01602	cpd00064; cpd19016	MNXM89689	L-ORNITHINE		iYO844						['META:L-ORNITHINE']	['C00077', 'C01602']	['cpd00064', 'cpd19016']	['MNXM89689']				
1915	orn_c	orn	c	Ornithine	L-ORNITHINE	C00077; C01602	cpd00064; cpd19016	MNXM89689	L-ORNITHINE	iML1515		iAF692	['META:L-ORNITHINE']	['C00077', 'C01602']	['cpd00064', 'cpd19016']	['MNXM89689']					['META:L-ORNITHINE']	['C00077', 'C01602']	['cpd00064', 'cpd19016']	['MNXM89689']
1916	orn_e	orn	e	Ornithine	L-ORNITHINE	C00077; C01602	cpd00064; cpd19016	MNXM89689	L-ORNITHINE	iML1515			['META:L-ORNITHINE']	['C00077', 'C01602']	['cpd00064', 'cpd19016']	['MNXM89689']								
1917	orn_p	orn	p	Ornithine	L-ORNITHINE	C00077; C01602	cpd00064; cpd19016	MNXM89689	L-ORNITHINE	iML1515			['META:L-ORNITHINE']	['C00077', 'C01602']	['cpd00064', 'cpd19016']	['MNXM89689']								
1918	orot5p_c	orot5p	c	Orotidine 5'-phosphate	OROTIDINE-5-PHOSPHATE	C01103	cpd00810	MNXM519	OROTIDINE-5-PHOSPHATE	iML1515	iYO844	iAF692	['META:OROTIDINE-5-PHOSPHATE']	['C01103']	['cpd00810']	['MNXM519']	['META:OROTIDINE-5-PHOSPHATE']	['C01103']	['cpd00810']	['MNXM519']	['META:OROTIDINE-5-PHOSPHATE']	['C01103']	['cpd00810']	['MNXM519']
1919	orot_c	orot	c	Orotate C5H3N2O4	OROTATE	C00295	cpd00247	MNXM235	OROTATE	iML1515	iYO844	iAF692	['META:OROTATE']	['C00295']	['cpd00247']	['MNXM235']	['META:OROTATE']	['C00295']	['cpd00247']	['MNXM235']	['META:OROTATE']	['C00295']	['cpd00247']	['MNXM235']
1920	orot_e	orot	e	Orotate C5H3N2O4	OROTATE	C00295	cpd00247	MNXM235	OROTATE	iML1515			['META:OROTATE']	['C00295']	['cpd00247']	['MNXM235']								
1921	orot_p	orot	p	Orotate C5H3N2O4	OROTATE	C00295	cpd00247	MNXM235	OROTATE	iML1515			['META:OROTATE']	['C00295']	['cpd00247']	['MNXM235']								
1922	oxa_c	oxa	c	Oxalate	OXALATE	C00209	cpd00180	MNXM291	OXALATE	iML1515	iYO844	iAF692	['META:OXALATE']	['C00209']	['cpd00180']	['MNXM291']	['META:OXALATE']	['C00209']	['cpd00180']	['MNXM291']	['META:OXALATE']	['C00209']	['cpd00180']	['MNXM291']
1923	oxadpcoa_c	oxadpcoa	c	3-Oxoadipyl-CoA	3-KETO-ADIPYL-COA	C02232	cpd01507	MNXM1264	3-KETO-ADIPYL-COA	iML1515			['META:3-KETO-ADIPYL-COA']	['C02232']	['cpd01507']	['MNXM1264']								
1924	oxalcoa_c	oxalcoa	c	Oxalyl-CoA	OXALYL-COA	C00313	cpd00262	MNXM618	OXALYL-COA	iML1515			['META:OXALYL-COA']	['C00313']	['cpd00262']	['MNXM618']								
1925	oxam_c	oxam	c	Oxamate	OXAMATE	C01444	cpd01027	MNXM3329	OXAMATE	iML1515			['META:OXAMATE']	['C01444']	['cpd01027']	['MNXM3329']								
1926	oxglyc_c	oxglyc			CPD-66	C03459	cpd02186	MNXM523	CPD-66		iYO844						['META:CPD-66']	['C03459']	['cpd02186']	['MNXM523']				
1927	oxur_c	oxur	c	Oxalureate	CPD-389	C00802	cpd00596	MNXM1088	CPD-389	iML1515			['META:CPD-389']	['C00802']	['cpd00596']	['MNXM1088']								
1928	pa120_c	pa120	c	1,2-didodecanoyl-sn-glycerol 3-phosphate			cpd15521	MNXM90509		iML1515					['cpd15521']	['MNXM90509']								
1929	pa120_p	pa120	p	1,2-didodecanoyl-sn-glycerol 3-phosphate			cpd15521	MNXM90509		iML1515					['cpd15521']	['MNXM90509']								
1930	pa140_c	pa140	c	1,2-ditetradecanoyl-sn-glycerol 3-phosphate	CPD0-1425		cpd15522; cpd26150	MNXM51017		iML1515			['META:CPD0-1425']		['cpd26150', 'cpd15522']	['MNXM51017']								
1931	pa140_p	pa140	p	1,2-ditetradecanoyl-sn-glycerol 3-phosphate	CPD0-1425		cpd15522; cpd26150	MNXM51017		iML1515			['META:CPD0-1425']		['cpd26150', 'cpd15522']	['MNXM51017']								
1932	pa141_c	pa141	c	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate			cpd15523	MNXM90512		iML1515					['cpd15523']	['MNXM90512']								
1933	pa141_p	pa141	p	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate			cpd15523	MNXM90512		iML1515					['cpd15523']	['MNXM90512']								
1934	pa160_c	pa160	c	1,2-dihexadecanoyl-sn-glycerol 3-phosphate	CPD0-1422		cpd15524; cpd26147	MNXM17312	CPD0-1422	iML1515			['META:CPD0-1422']		['cpd26147', 'cpd15524']	['MNXM17312']								
1935	pa160_p	pa160	p	1,2-dihexadecanoyl-sn-glycerol 3-phosphate	CPD0-1422		cpd15524; cpd26147	MNXM17312	CPD0-1422	iML1515			['META:CPD0-1422']		['cpd26147', 'cpd15524']	['MNXM17312']								
1936	pa161_c	pa161	c	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate			cpd15525	MNXM90510		iML1515					['cpd15525']	['MNXM90510']								
1937	pa161_p	pa161	p	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate			cpd15525	MNXM90510		iML1515					['cpd15525']	['MNXM90510']								
1938	pa180_c	pa180	c	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	CPD0-1423		cpd26148; cpd15526	MNXM51279		iML1515			['META:CPD0-1423']		['cpd15526', 'cpd26148']	['MNXM51279']								
1939	pa180_p	pa180	p	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	CPD0-1423		cpd26148; cpd15526	MNXM51279		iML1515			['META:CPD0-1423']		['cpd15526', 'cpd26148']	['MNXM51279']								
1940	pa181_c	pa181	c	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate			cpd15527	MNXM90511		iML1515					['cpd15527']	['MNXM90511']								
1941	pa181_p	pa181	p	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate			cpd15527	MNXM90511		iML1515					['cpd15527']	['MNXM90511']								
1942	pac_c	pac	c	Phenylacetic acid	PHENYLACETATE; Phenyl-Acetates	C00548; C15583; C07086	cpd00430; cpd19069	MNXM497	PHENYLACETATE	iML1515		iAF692	['META:Phenyl-Acetates', 'META:PHENYLACETATE']	['C15583', 'C00548', 'C07086']	['cpd00430', 'cpd19069']	['MNXM497']					['META:Phenyl-Acetates', 'META:PHENYLACETATE']	['C15583', 'C00548', 'C07086']	['cpd00430', 'cpd19069']	['MNXM497']
1943	pac_e	pac			PHENYLACETATE	C00548; C15583; C07086	cpd00430; cpd19069	MNXM497	PHENYLACETATE			iAF692									['META:Phenyl-Acetates', 'META:PHENYLACETATE']	['C15583', 'C00548', 'C07086']	['cpd00430', 'cpd19069']	['MNXM497']
1944	pacald_c	pacald	c	Phenylacetaldehyde	PHENYLACETALDEHYDE	C00601	cpd00464	MNXM473	PHENYLACETALDEHYDE	iML1515			['META:PHENYLACETALDEHYDE']	['C00601']	['cpd00464']	['MNXM473']								
1945	pacald_e	pacald	e	Phenylacetaldehyde	PHENYLACETALDEHYDE	C00601	cpd00464	MNXM473	PHENYLACETALDEHYDE	iML1515			['META:PHENYLACETALDEHYDE']	['C00601']	['cpd00464']	['MNXM473']								
1946	pacald_p	pacald	p	Phenylacetaldehyde	PHENYLACETALDEHYDE	C00601	cpd00464	MNXM473	PHENYLACETALDEHYDE	iML1515			['META:PHENYLACETALDEHYDE']	['C00601']	['cpd00464']	['MNXM473']								
1947	pala_c	pala			CPD-230	C01742	cpd01200	MNXM3518	CPD-230		iYO844							['C01742']	['cpd01200']	['MNXM3518']				
1948	pala_e	pala			CPD-230	C01742	cpd01200	MNXM3518	CPD-230		iYO844							['C01742']	['cpd01200']	['MNXM3518']				
1949	palmACP_c	palmACP	c	Palmitoyl-ACP (n-C16:0ACP)				MNXM2026		iML1515						['MNXM2026']								
1950	pan4p_c	pan4p	c	Pantetheine 4'-phosphate	PHOSPHOPANTOTHEINE-GROUP; PANTETHEINE-P	C01134	cpd27792; cpd00834	MNXM373	PANTETHEINE-P; PHOSPHOPANTOTHEINE-GROUP	iML1515	iYO844	iAF692	['META:PHOSPHOPANTOTHEINE-GROUP', 'META:PANTETHEINE-P']	['C01134']	['cpd27792', 'cpd00834']	['MNXM373']	['META:PHOSPHOPANTOTHEINE-GROUP', 'META:PANTETHEINE-P']	['C01134']	['cpd27792', 'cpd00834']	['MNXM373']	['META:PHOSPHOPANTOTHEINE-GROUP', 'META:PANTETHEINE-P']	['C01134']	['cpd27792', 'cpd00834']	['MNXM373']
1951	pant__R_c	pant__R	c	(R)-Pantoate	L-PANTOATE	C00522	cpd00408	MNXM593	L-PANTOATE	iML1515	iYO844	iAF692	['META:L-PANTOATE']	['C00522']	['cpd00408']	['MNXM593']	['META:L-PANTOATE']	['C00522']	['cpd00408']	['MNXM593']	['META:L-PANTOATE']	['C00522']	['cpd00408']	['MNXM593']
1952	pap_c	pap	c	Adenosine 3',5'-bisphosphate	3-5-ADP	C00054	cpd00045	MNXM45	3-5-ADP	iML1515	iYO844	iAF692	['META:3-5-ADP']	['C00054']	['cpd00045']	['MNXM45']	['META:3-5-ADP']	['C00054']	['cpd00045']	['MNXM45']	['META:3-5-ADP']	['C00054']	['cpd00045']	['MNXM45']
1953	paps_c	paps	c	3'-Phosphoadenylyl sulfate	PAPS	C00053	cpd00044	MNXM49	PAPS	iML1515	iYO844	iAF692	['META:PAPS']	['C00053']	['cpd00044']	['MNXM49']	['META:PAPS']	['C00053']	['cpd00044']	['MNXM49']	['META:PAPS']	['C00053']	['cpd00044']	['MNXM49']
1954	pdx5p_c	pdx5p	c	Pyridoxine 5'-phosphate	PYRIDOXINE-5P	C00627	cpd00478	MNXM454	PYRIDOXINE-5P	iML1515			['META:PYRIDOXINE-5P']	['C00627']	['cpd00478']	['MNXM454']								
1955	pe120_c	pe120	c	Phosphatidylethanolamine (didodecanoyl, n-C12:0)	CPD-17088			MNXM2858		iML1515			['META:CPD-17088']			['MNXM2858']								
1956	pe120_p	pe120	p	Phosphatidylethanolamine (didodecanoyl, n-C12:0)	CPD-17088			MNXM2858		iML1515			['META:CPD-17088']			['MNXM2858']								
1957	pe140_c	pe140	c	Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)	CPD-17087			MNXM2859		iML1515			['META:CPD-17087']			['MNXM2859']								
1958	pe140_p	pe140	p	Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)	CPD-17087			MNXM2859		iML1515			['META:CPD-17087']			['MNXM2859']								
1959	pe141_c	pe141	c	Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)				MNXM3693		iML1515						['MNXM3693']								
1960	pe141_p	pe141	p	Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)				MNXM3693		iML1515						['MNXM3693']								
1961	pe160_c	pe160	c	Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)	CPD-12819		cpd15531; cpd29054; cpd23597	MNXM32178	CPD-12819	iML1515			['META:CPD-12819']		['cpd15531', 'cpd29054', 'cpd23597']	['MNXM32178']								
1963	pe160_p	pe160	p	Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)	CPD-12819		cpd15531; cpd29054; cpd23597	MNXM32178	CPD-12819	iML1515			['META:CPD-12819']		['cpd15531', 'cpd29054', 'cpd23597']	['MNXM32178']								
1965	pe161_c	pe161	c	Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)	CPD-17086		cpd29055	MNXM71458		iML1515			['META:CPD-17086']		['cpd29055']	['MNXM71458']								
1967	pe161_p	pe161	p	Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)	CPD-17086		cpd29055	MNXM71458		iML1515			['META:CPD-17086']		['cpd29055']	['MNXM71458']								
1969	pe180_c	pe180	c	Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)	CPD-12818		cpd15533; cpd23596	MNXM31536		iML1515			['META:CPD-12818']		['cpd15533', 'cpd23596']	['MNXM31536']								
1970	pe180_p	pe180	p	Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)	CPD-12818		cpd15533; cpd23596	MNXM31536		iML1515			['META:CPD-12818']		['cpd15533', 'cpd23596']	['MNXM31536']								
1971	pe181_c	pe181	c	Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)				MNXM2150		iML1515						['MNXM2150']								
1972	pe181_p	pe181	p	Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)				MNXM2150		iML1515						['MNXM2150']								
1973	peamn_e	peamn	e	Phenethylamine	PHENYLETHYLAMINE	C05332	cpd03161	MNXM660	PHENYLETHYLAMINE	iML1515			['META:PHENYLETHYLAMINE']	['C05332']	['cpd03161']	['MNXM660']								
1974	peamn_p	peamn	p	Phenethylamine	PHENYLETHYLAMINE	C05332	cpd03161	MNXM660	PHENYLETHYLAMINE	iML1515			['META:PHENYLETHYLAMINE']	['C05332']	['cpd03161']	['MNXM660']								
1975	pencil_c	pencil			PENICILLIN	C00395	cpd27778	MNXM96383	PENICILLIN		iYO844						['META:PENICILLIN']	['C00395']	['cpd27778']	['MNXM96383']				
1976	pencilca_c	pencilca				C06567	cpd12884	MNXM12596			iYO844							['C06567']	['cpd12884']	['MNXM12596']				
1977	pendp_c	pendp			ALL-TRANS-PENTAPRENYL-DIPHOSPHATE	C04217	cpd02591	MNXM2210			iYO844						['META:ALL-TRANS-PENTAPRENYL-DIPHOSPHATE']	['C04217']	['cpd02591']	['MNXM2210']				
1978	pep_c	pep	c	Phosphoenolpyruvate	PHOSPHO-ENOL-PYRUVATE	C00074	cpd00061	MNXM73	PHOSPHO-ENOL-PYRUVATE	iML1515	iYO844	iAF692	['META:PHOSPHO-ENOL-PYRUVATE']	['C00074']	['cpd00061']	['MNXM73']	['META:PHOSPHO-ENOL-PYRUVATE']	['C00074']	['cpd00061']	['MNXM73']	['META:PHOSPHO-ENOL-PYRUVATE']	['C00074']	['cpd00061']	['MNXM73']
1979	pep_e	pep			PHOSPHO-ENOL-PYRUVATE	C00074	cpd00061	MNXM73	PHOSPHO-ENOL-PYRUVATE		iYO844						['META:PHOSPHO-ENOL-PYRUVATE']	['C00074']	['cpd00061']	['MNXM73']				
1980	peptido_BS_c	peptido_BS					cpd11452	MNXM20366			iYO844								['cpd11452']	['MNXM20366']				
1981	pg120_c	pg120	c	Phosphatidylglycerol (didodecanoyl, n-C12:0)				MNXM1771		iML1515						['MNXM1771']								
1982	pg120_p	pg120	p	Phosphatidylglycerol (didodecanoyl, n-C12:0)				MNXM1771		iML1515						['MNXM1771']								
1983	pg140_c	pg140	c	Phosphatidylglycerol (ditetradecanoyl, n-C14:0)	CPD-19677			MNXM51019		iML1515			['META:CPD-19677']			['MNXM51019']								
1984	pg140_p	pg140	p	Phosphatidylglycerol (ditetradecanoyl, n-C14:0)	CPD-19677			MNXM51019		iML1515			['META:CPD-19677']			['MNXM51019']								
1985	pg141_c	pg141	c	Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)				MNXM2029		iML1515						['MNXM2029']								
1986	pg141_p	pg141	p	Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)				MNXM2029		iML1515						['MNXM2029']								
1987	pg160_c	pg160	c	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)	CPD-8260		cpd15538; cpd25117	MNXM32179		iML1515			['META:CPD-8260']		['cpd15538', 'cpd25117']	['MNXM32179']								
1988	pg160_p	pg160	p	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)	CPD-8260		cpd15538; cpd25117	MNXM32179		iML1515			['META:CPD-8260']		['cpd15538', 'cpd25117']	['MNXM32179']								
1989	pg161_c	pg161	c	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)	CPD0-2330		cpd15539; cpd26463	MNXM75101		iML1515			['META:CPD0-2330']		['cpd15539', 'cpd26463']	['MNXM75101']								
1990	pg161_p	pg161	p	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)	CPD0-2330		cpd15539; cpd26463	MNXM75101		iML1515			['META:CPD0-2330']		['cpd15539', 'cpd26463']	['MNXM75101']								
1991	pg180_c	pg180	c	Phosphatidylglycerol (dioctadecanoyl, n-C18:0)	CPD-12822		cpd15540; cpd23600	MNXM75102		iML1515			['META:CPD-12822']		['cpd15540', 'cpd23600']	['MNXM75102']								
1992	pg180_p	pg180	p	Phosphatidylglycerol (dioctadecanoyl, n-C18:0)	CPD-12822		cpd15540; cpd23600	MNXM75102		iML1515			['META:CPD-12822']		['cpd15540', 'cpd23600']	['MNXM75102']								
1993	pg181_c	pg181	c	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)	CPD-18396			MNXM1773		iML1515			['META:CPD-18396']			['MNXM1773']								
1994	pg181_p	pg181	p	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)	CPD-18396			MNXM1773		iML1515			['META:CPD-18396']			['MNXM1773']								
