	id	name	metacyc_id	kegg_id	seed_id	metanetx_id	metacyc_from_bigg	iML1515	iYO844	iAF692	metacyc_id_iML1515	kegg_id_iML1515	seed_id_iML1515	metanetx_id_iML1515	metacyc_id_iYO844	kegg_id_iYO844	seed_id_iYO844	metanetx_id_iYO844	metacyc_id_iAF692	kegg_id_iAF692	seed_id_iAF692	metanetx_id_iAF692
2420	OXCOAHDH	Oxepin-CoA hydrolase/ 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase (NADP+)	RXN0-6511			MNXR102240		iML1515			['META:RXN0-6511']			['MNXR102240']								
2699	OXDHCOAT	3-oxo-5,6-dehydrosuberyl-CoA thiolase				MNXR102241		iML1515						['MNXR102241']								
3164	OXGDC		RXN-7774	R00272	rxn00203	MNXR102243	RXN-7774		iYO844						['META:RXN-7774']	['R00272']	['rxn00203']	['MNXR102243']				
439	P5CD	1-pyrroline-5-carboxylate dehydrogenase	PYRROLINECARBDEHYDROG-RXN	R00707	rxn00503	MNXR102301		iML1515	iYO844		['META:PYRROLINECARBDEHYDROG-RXN']	['R00707']	['rxn00503']	['MNXR102301']	['META:PYRROLINECARBDEHYDROG-RXN']	['R00707']	['rxn00503']	['MNXR102301']				
497	P5CR	Pyrroline-5-carboxylate reductase		R01251	rxn00931	MNXR102302		iML1515	iYO844			['R01251']	['rxn00931']	['MNXR102302']		['R01251']	['rxn00931']	['MNXR102302']				
3703	P5CRx			R01248	rxn00929	MNXR102303				iAF692										['R01248']	['rxn00929']	['MNXR102303']
1752	PA120abcpp	Phosphatidate transport via ABC system (n-C12:0, periplasm)			rxn09053	MNXR102304		iML1515					['rxn09053']	['MNXR102304']								
2057	PA140abcpp	Phosphatidate transport via ABC system (n-C14:0, periplasm)			rxn09054	MNXR102305		iML1515					['rxn09054']	['MNXR102305']								
2096	PA141abcpp	Phosphatidate transport via ABC system (n-C14:1, periplasm)			rxn09055	MNXR102306		iML1515					['rxn09055']	['MNXR102306']								
1780	PA160abcpp	Phosphatidate transport via ABC system (n-C16:0, periplasm)			rxn09056	MNXR102307		iML1515					['rxn09056']	['MNXR102307']								
2105	PA161abcpp	Phosphatidate transport via ABC system (n-C16:1, periplasm)			rxn09057	MNXR102308		iML1515					['rxn09057']	['MNXR102308']								
2106	PA180abcpp	Phosphatidate transport via ABC system (n-C18:0, periplasm)			rxn09058	MNXR102309		iML1515					['rxn09058']	['MNXR102309']								
1787	PA181abcpp	Phosphatidate transport via ABC system (n-C18:1, periplasm)			rxn09059	MNXR102310		iML1515					['rxn09059']	['MNXR102310']								
1058	PACALDt2rpp	Phenylacetaldehyde reversible transport via proton symport (periplasm)			rxn11408; rxn09060	MNXR102313		iML1515					['rxn09060', 'rxn11408']	['MNXR102313']								
1060	PACALDtex	Phenethylacetaldehyde transport via diffusion (extracellular to periplasm)	TRANS-RXN0-284		rxn13373; rxn09061; rxn13374	MNXR102312	TRANS-RXN0-284	iML1515			['META:TRANS-RXN0-284']		['rxn09061', 'rxn13374', 'rxn13373']	['MNXR102312']								
2698	PACCOAE	Ring 1,2-phenylacetyl-CoA epoxidase (NADPH)	RXN0-2042			MNXR102314	RXN0-2042	iML1515						['MNXR102314']								
698	PACCOAL	Phenylacetate-CoA ligase	RXN-10819	R02539	rxn01842	MNXR102315	RXN-10819	iML1515		iAF692	['META:RXN-10819']	['R02539']	['rxn01842']	['MNXR102315']					['META:RXN-10819']	['R02539']	['rxn01842']	['MNXR102315']
3708	PACCOAL2					MNXR102316				iAF692												['MNXR102316']
3712	PACCOAL3				rxn10586	MNXR102317				iAF692											['rxn10586']	['MNXR102317']
2557	PACOAT	Phenylacetyl-CoA thioesterase	RXN0-7104				RXN0-7104	iML1515														
3713	PACt2r				rxn10587	MNXR102321				iAF692											['rxn10587']	['MNXR102321']
2578	PAI2I	Phospho-AI-2 isomerase						iML1515														
2634	PAI2T	3-hydroxy-2,4-pentadione 5-phosphate thiolase						iML1515														
3142	PALAt2				rxn05629	MNXR102339			iYO844								['rxn05629']	['MNXR102339']				
1677	PANTS	Pantothenate synthase	PANTOATE-BETA-ALANINE-LIG-RXN	R02473	rxn01791	MNXR102345	PANTOATE-BETA-ALANINE-LIG-RXN	iML1515	iYO844	iAF692	['META:PANTOATE-BETA-ALANINE-LIG-RXN']	['R02473']	['rxn01791']	['MNXR102345']	['META:PANTOATE-BETA-ALANINE-LIG-RXN']	['R02473']	['rxn01791']	['MNXR102345']	['META:PANTOATE-BETA-ALANINE-LIG-RXN']	['R02473']	['rxn01791']	['MNXR102345']
2162	PAPA120	Phosphatidate phosphatase (n-C12:0)				MNXR102347		iML1515						['MNXR102347']								
1820	PAPA120pp	Phosphatidate phosphatase (periplasmic, n-C12:0)				MNXR102347		iML1515						['MNXR102347']								
2112	PAPA140	Phosphatidate phosphatase (n-C14:0)				MNXR102348		iML1515						['MNXR102348']								
1821	PAPA140pp	Phosphatidate phosphatase (periplasmic, n-C14:0)				MNXR102348		iML1515						['MNXR102348']								
2120	PAPA141	Phosphatidate phosphatase (n-C14:1)				MNXR102349		iML1515						['MNXR102349']								
1824	PAPA141pp	Phosphatidate phosphatase (periplasmic, n-C14:1)				MNXR102349		iML1515						['MNXR102349']								
2083	PAPA160	Phosphatidate phosphatase (n-C16:0)				MNXR102350		iML1515						['MNXR102350']								
1826	PAPA160pp	Phosphatidate phosphatase (periplasmic, n-C16:0)				MNXR102350		iML1515						['MNXR102350']								
2121	PAPA161	Phosphatidate phosphatase (n-C16:1)				MNXR102353		iML1515						['MNXR102353']								
1828	PAPA161pp	Phosphatidate phosphatase (periplasmic, n-C16:1)				MNXR102353		iML1515						['MNXR102353']								
2087	PAPA180	Phosphatidate phosphatase (n-C18:0)				MNXR102354		iML1515						['MNXR102354']								
1831	PAPA180pp	Phosphatidate phosphatase (periplasmic, n-C18:0)				MNXR102354		iML1515						['MNXR102354']								
2088	PAPA181	Phosphatidate phosphatase (n-C18:1)				MNXR102356		iML1515						['MNXR102356']								
2056	PAPA181pp	Phosphatidate phosphatase (periplasmic, n-C18:1)				MNXR102356		iML1515						['MNXR102356']								
363	PAPPT3	Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)			rxn03904	MNXR102373		iML1515	iYO844				['rxn03904']	['MNXR102373']			['rxn03904']	['MNXR102373']				
540	PAPSR	Phosphoadenylyl-sulfate reductase (thioredoxin)	1.8.4.8-RXN	R02021	rxn05239	MNXR102376		iML1515	iYO844	iAF692	['META:1.8.4.8-RXN']	['R02021']	['rxn05239']	['MNXR102376']	['META:1.8.4.8-RXN']	['R02021']	['rxn05239']	['MNXR102376']	['META:1.8.4.8-RXN']	['R02021']	['rxn05239']	['MNXR102376']
1164	PAPSR2	Phosphoadenylyl-sulfate reductase (glutaredoxin)			rxn09069	MNXR102377		iML1515					['rxn09069']	['MNXR102377']								
3146	PAP_BS					MNXR143266			iYO844									['MNXR143266']				
3422	PBUTT		PHOSPHATE-BUTYRYLTRANSFERASE-RXN	R01174	rxn00871	MNXR102390	PHOSPHATE-BUTYRYLTRANSFERASE-RXN		iYO844						['META:PHOSPHATE-BUTYRYLTRANSFERASE-RXN']	['R01174']	['rxn00871']	['MNXR102390']				
3418	PC		PYRUVATE-CARBOXYLASE-RXN	R00344	rxn00250	MNXR102391	PYRUVATE-CARBOXYLASE-RXN		iYO844	iAF692					['META:PYRUVATE-CARBOXYLASE-RXN']	['R00344']	['rxn00250']	['MNXR102391']	['META:PYRUVATE-CARBOXYLASE-RXN']	['R00344']	['rxn00250']	['MNXR102391']
2567	PCNO	Propanoyl-CoA:NADP+ 2-oxidoreductase	RXN-9087	R00919	rxn00668	MNXR102415	RXN-9087	iML1515			['META:RXN-9087']	['R00919']	['rxn00668']	['MNXR102415']								
1554	PDE1	3',5'-cyclic-nucleotide phosphodiesterase	RXN0-5038	R00191	rxn00140	MNXR95886	RXN0-5038	iML1515			['META:RXN0-5038']	['R00191']	['rxn00140']	['MNXR95886']								
2011	PDE4	3',5'-cyclic-nucleotide phosphodiesterase	35-CYCLIC-GMP-PHOSPHODIESTERASE-RXN	R01234	rxn00920	MNXR100078	35-CYCLIC-GMP-PHOSPHODIESTERASE-RXN	iML1515			['META:35-CYCLIC-GMP-PHOSPHODIESTERASE-RXN']	['R01234']	['rxn00920']	['MNXR100078']								
1496	PDH	Pyruvate dehydrogenase	PYRUVDEH-RXN	R00209	rxn00154	MNXR102425	PYRUVDEH-RXN	iML1515	iYO844		['META:PYRUVDEH-RXN']	['R00209']	['rxn00154']	['MNXR102425']	['META:PYRUVDEH-RXN']	['R00209']	['rxn00154']	['MNXR102425']				
1863	PDX5PO2	Pyridoxine 5'-phosphate oxidase (anaerboic			rxn09071	MNXR102437		iML1515					['rxn09071']	['MNXR102437']								
1862	PDX5POi	Pyridoxine 5'-phosphate oxidase	PNPOXI-RXN	R00278	rxn00209	MNXR102438	PNPOXI-RXN	iML1515			['META:PNPOXI-RXN']	['R00278']	['rxn00209']	['MNXR102438']								
577	PDX5PS	Pyridoxine 5'-phosphate synthase			rxn09072	MNXR102439		iML1515					['rxn09072']	['MNXR102439']								
250	PDXPP	Pyridoxine 5-phosphate phosphatase	RXN-14181	R01911	rxn01398	MNXR102440	RXN-14181	iML1515			['META:RXN-14181']	['R01911']	['rxn01398']	['MNXR102440']								
2108	PE120abcpp	Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)				MNXR102441		iML1515						['MNXR102441']								
2074	PE140abcpp	Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)				MNXR102442		iML1515						['MNXR102442']								
2028	PE141abcpp	Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)				MNXR102443		iML1515						['MNXR102443']								
2036	PE160abcpp	Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)			rxn09076	MNXR102444		iML1515					['rxn09076']	['MNXR102444']								
2037	PE161abcpp	Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)				MNXR102445		iML1515						['MNXR102445']								
2111	PE180abcpp	Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)			rxn09078	MNXR102450		iML1515					['rxn09078']	['MNXR102450']								
2187	PE181abcpp	Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)				MNXR102459		iML1515						['MNXR102459']								
1288	PEAMNOpp	Phenethylamine oxidase	RXN-10817; AMINEPHEN-RXN	R02613	rxn01903	MNXR102461	RXN-10817; AMINEPHEN-RXN	iML1515			['META:AMINEPHEN-RXN', 'META:RXN-10817']	['R02613']	['rxn01903']	['MNXR102461']								
1059	PEAMNtex	Phenethylamine transport via diffusion (extracellular to periplasm)			rxn09080; rxn11405	MNXR102462		iML1515					['rxn11405', 'rxn09080']	['MNXR102462']								
3180	PENCAC					MNXR102482			iYO844									['MNXR102482']				
3147	PEPt6				rxn05630	MNXR102493			iYO844								['rxn05630']	['MNXR102493']				
1897	PERD	Erythronate 4-phosphate (4per) dehydrogenase	ERYTHRON4PDEHYDROG-RXN	R04210	rxn02939	MNXR102495	ERYTHRON4PDEHYDROG-RXN	iML1515			['META:ERYTHRON4PDEHYDROG-RXN']	['R04210']	['rxn02939']	['MNXR102495']								
2097	PETNT161pp	Phosphoethanolamine transferase (c-C16:1)				MNXR102499		iML1515						['MNXR102499']								
2664	PETNT181pp	Phosphoethanolamine transferase (c-C16:1)				MNXR102500		iML1515						['MNXR102500']								
1861	PFK	Phosphofructokinase	6PFRUCTPHOS-RXN			MNXR102507	6PFRUCTPHOS-RXN	iML1515	iYO844					['MNXR102507']				['MNXR102507']				
328	PFK_2	Phosphofructokinase	TAGAKIN-RXN	R03236	rxn02314	MNXR102509		iML1515	iYO844		['META:TAGAKIN-RXN']	['R03236']	['rxn02314']	['MNXR102509']	['META:TAGAKIN-RXN']	['R03236']	['rxn02314']	['MNXR102509']				
62	PFK_3	Phosphofructokinase (s7p)	RXN0-6541	R01843	rxn01343	MNXR102510		iML1515			['META:RXN0-6541']	['R01843']	['rxn01343']	['MNXR102510']								
3714	PFK_adp		R302-RXN			MNXR102511	R302-RXN			iAF692												['MNXR102511']
69	PFL	Pyruvate formate lyase	PYRUVFORMLY-RXN	R00212	rxn00157	MNXR102514	PYRUVFORMLY-RXN	iML1515			['META:PYRUVFORMLY-RXN']	['R00212']	['rxn00157']	['MNXR102514']								
2072	PG120abcpp	Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)				MNXR102516		iML1515						['MNXR102516']								
2039	PG140abcpp	Phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)				MNXR102517		iML1515						['MNXR102517']								
2040	PG141abcpp	Phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)				MNXR102518		iML1515						['MNXR102518']								
1817	PG160abcpp	Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)			rxn09088	MNXR102519		iML1515					['rxn09088']	['MNXR102519']								
1743	PG161abcpp	Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)			rxn09089	MNXR102520		iML1515					['rxn09089']	['MNXR102520']								
2044	PG180abcpp	Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)			rxn09090	MNXR102521		iML1515					['rxn09090']	['MNXR102521']								
2046	PG181abcpp	Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)				MNXR102524		iML1515						['MNXR102524']								
272	PGAMT	Phosphoglucosamine mutase	5.4.2.10-RXN	R02060	rxn01485	MNXR102526	5.4.2.10-RXN	iML1515	iYO844	iAF692	['META:5.4.2.10-RXN']	['R02060']	['rxn01485']	['MNXR102526']	['META:5.4.2.10-RXN']	['R02060']	['rxn01485']	['MNXR102526']	['META:5.4.2.10-RXN']	['R02060']	['rxn01485']	['MNXR102526']
1726	PGCD	Phosphoglycerate dehydrogenase	PGLYCDEHYDROG-RXN	R01513	rxn01101	MNXR102527	PGLYCDEHYDROG-RXN	iML1515	iYO844	iAF692	['META:PGLYCDEHYDROG-RXN']	['R01513']	['rxn01101']	['MNXR102527']	['META:PGLYCDEHYDROG-RXN']	['R01513']	['rxn01101']	['MNXR102527']	['META:PGLYCDEHYDROG-RXN']	['R01513']	['rxn01101']	['MNXR102527']
137	PGI	Glucose-6-phosphate isomerase	PGLUCISOM-RXN			MNXR102535	PGLUCISOM-RXN	iML1515	iYO844	iAF692	['META:PGLUCISOM-RXN']			['MNXR102535']	['META:PGLUCISOM-RXN']			['MNXR102535']	['META:PGLUCISOM-RXN']			['MNXR102535']
140	PGK	Phosphoglycerate kinase	PHOSGLYPHOS-RXN	R01512	rxn01100	MNXR102538	PHOSGLYPHOS-RXN	iML1515	iYO844	iAF692	['META:PHOSGLYPHOS-RXN']	['R01512']	['rxn01100']	['MNXR102538']	['META:PHOSGLYPHOS-RXN']	['R01512']	['rxn01100']	['MNXR102538']	['META:PHOSGLYPHOS-RXN']	['R01512']	['rxn01100']	['MNXR102538']
150	PGL	6-phosphogluconolactonase	6PGLUCONOLACT-RXN	R02035	rxn01476	MNXR102539	6PGLUCONOLACT-RXN	iML1515	iYO844		['META:6PGLUCONOLACT-RXN']	['R02035']	['rxn01476']	['MNXR102539']	['META:6PGLUCONOLACT-RXN']	['R02035']	['rxn01476']	['MNXR102539']				
338	PGLYCP	Phosphoglycolate phosphatase	GPH-RXN	R01334	rxn00980	MNXR102543	GPH-RXN	iML1515	iYO844	iAF692	['META:GPH-RXN']	['R01334']	['rxn00980']	['MNXR102543']	['META:GPH-RXN']	['R01334']	['rxn00980']	['MNXR102543']	['META:GPH-RXN']	['R01334']	['rxn00980']	['MNXR102543']
1868	PGM	Phosphoglycerate mutase	RXN-15513; 3PGAREARR-RXN	R01518	rxn01106	MNXR102547	3PGAREARR-RXN; RXN-15513	iML1515	iYO844	iAF692	['META:3PGAREARR-RXN', 'META:RXN-15513']	['R01518']	['rxn01106']	['MNXR102547']	['META:3PGAREARR-RXN', 'META:RXN-15513']	['R01518']	['rxn01106']	['MNXR102547']	['META:3PGAREARR-RXN', 'META:RXN-15513']	['R01518']	['rxn01106']	['MNXR102547']
440	PGMT	Phosphoglucomutase	RXN-16999; PHOSPHOGLUCMUT-RXN	R08639	rxn00704	MNXR102548		iML1515	iYO844	iAF692	['META:RXN-16999', 'META:PHOSPHOGLUCMUT-RXN']	['R08639']	['rxn00704']	['MNXR102548']	['META:RXN-16999', 'META:PHOSPHOGLUCMUT-RXN']	['R08639']	['rxn00704']	['MNXR102548']	['META:RXN-16999', 'META:PHOSPHOGLUCMUT-RXN']	['R08639']	['rxn00704']	['MNXR102548']
3185	PGMT_B		BETA-PHOSPHOGLUCOMUTASE-RXN	R02728	rxn01967	MNXR102549	BETA-PHOSPHOGLUCOMUTASE-RXN		iYO844						['META:BETA-PHOSPHOGLUCOMUTASE-RXN']	['R02728']	['rxn01967']	['MNXR102549']				
1744	PGP120abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)				MNXR102550		iML1515						['MNXR102550']								
1819	PGP140abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)				MNXR102551		iML1515						['MNXR102551']								
2048	PGP141abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)				MNXR102552		iML1515						['MNXR102552']								
2049	PGP160abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)			rxn09097	MNXR102553		iML1515					['rxn09097']	['MNXR102553']								
1750	PGP161abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)			rxn09098	MNXR102554		iML1515					['rxn09098']	['MNXR102554']								
2054	PGP180abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)			rxn09099	MNXR102555		iML1515					['rxn09099']	['MNXR102555']								
1751	PGP181abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)				MNXR102558		iML1515						['MNXR102558']								
1930	PGPP120	Phosphatidylglycerol phosphate phosphatase (n-C14:0)				MNXR102560		iML1515						['MNXR102560']								
2051	PGPP120pp	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)				MNXR102560		iML1515						['MNXR102560']								
2061	PGPP140	Phosphatidylglycerol phosphate phosphatase (n-C14:0)				MNXR102561		iML1515						['MNXR102561']								
1793	PGPP140pp	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)				MNXR102561		iML1515						['MNXR102561']								
2062	PGPP141	Phosphatidylglycerol phosphate phosphatase (n-C14:1)				MNXR102562		iML1515						['MNXR102562']								
1794	PGPP141pp	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)				MNXR102562		iML1515						['MNXR102562']								
2014	PGPP160	Phosphatidylglycerol phosphate phosphatase (n-C16:0)			rxn09104	MNXR102563		iML1515					['rxn09104']	['MNXR102563']								
1795	PGPP160pp	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)			rxn09104	MNXR102563		iML1515					['rxn09104']	['MNXR102563']								
2021	PGPP161	Phosphatidylglycerol phosphate phosphatase (n-C16:1)			rxn09105	MNXR102565		iML1515					['rxn09105']	['MNXR102565']								
2107	PGPP161pp	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)			rxn09105	MNXR102565		iML1515					['rxn09105']	['MNXR102565']								
2020	PGPP180	Phosphatidylglycerol phosphate phosphatase (n-C18:0)			rxn09106	MNXR102566		iML1515					['rxn09106']	['MNXR102566']								
1797	PGPP180pp	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)			rxn09106	MNXR102566		iML1515					['rxn09106']	['MNXR102566']								
2022	PGPP181	Phosphatidylglycerol phosphate phosphatase (n-C18:1)				MNXR102567		iML1515						['MNXR102567']								
2052	PGPP181pp	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)				MNXR102567		iML1515						['MNXR102567']								
3159	PGPPH_BS					MNXR143275			iYO844									['MNXR143275']				
2195	PGSA120	Phosphatidylglycerol synthase (n-C12:0)				MNXR102589		iML1515						['MNXR102589']								
2030	PGSA140	Phosphatidylglycerol synthase (n-C14:0)				MNXR102590		iML1515						['MNXR102590']								
1899	PGSA141	Phosphatidylglycerol synthase (n-C14:1)				MNXR102591		iML1515						['MNXR102591']								
2003	PGSA160	Phosphatidylglycerol synthase (n-C16:0)			rxn09111	MNXR102592		iML1515					['rxn09111']	['MNXR102592']								
2012	PGSA161	Phosphatidylglycerol synthase (n-C16:1)			rxn09112	MNXR102594		iML1515					['rxn09112']	['MNXR102594']								
1725	PGSA180	Phosphatidylglycerol synthase (n-C18:0)			rxn09113	MNXR102595		iML1515					['rxn09113']	['MNXR102595']								
2060	PGSA181	Phosphatidylglycerol synthase (n-C18:1)				MNXR102596		iML1515						['MNXR102596']								
3430	PHCYT_BS					MNXR143280			iYO844									['MNXR143280']				
2555	PHDA	Phenylhydantoinase						iML1515														
1008	PHEMEabcpp	Protoheme transport via ABC system (periplasm)	TRANS-RXN0-162			MNXR102624	TRANS-RXN0-162	iML1515			['META:TRANS-RXN0-162']			['MNXR102624']								
1090	PHEMEtiex	Protoheme transport irreversible out via diffusion (periplasm to extracellular)				MNXR102625		iML1515						['MNXR102625']								
550	PHETA1	Phenylalanine transaminase	RXN-10814; PHEAMINOTRANS-RXN	R00694	rxn00493	MNXR126234		iML1515	iYO844	iAF692	['META:PHEAMINOTRANS-RXN', 'META:RXN-10814']	['R00694']	['rxn00493']	['MNXR126234']	['META:PHEAMINOTRANS-RXN', 'META:RXN-10814']	['R00694']	['rxn00493']	['MNXR126234']	['META:PHEAMINOTRANS-RXN', 'META:RXN-10814']	['R00694']	['rxn00493']	['MNXR126234']
3727	PHETRS			R03660	rxn06444	MNXR102634				iAF692										['R03660']	['rxn06444']	['MNXR102634']
2786	PHEt2r		TRANS-RXN-56		rxn09724; rxn09117; rxn11337; rxn05306	MNXR102635			iYO844						['META:TRANS-RXN-56']		['rxn09117', 'rxn09724', 'rxn11337', 'rxn05306']	['MNXR102635']				
1856	PHEt2rpp	L-phenylalanine reversible transport via proton symport (periplasm)	TRANS-RXN-56		rxn09724; rxn09117; rxn11337; rxn05306	MNXR102635		iML1515			['META:TRANS-RXN-56']		['rxn09117', 'rxn09724', 'rxn11337', 'rxn05306']	['MNXR102635']								
877	PHEtex	L-phenylalanine transport via diffusion (extracellular to periplasm)	RXN66-445		rxn09118; rxn11018	MNXR102637		iML1515			['META:RXN66-445']		['rxn11018', 'rxn09118']	['MNXR102637']								
2530	PHEtipp	L-phenylalanine transport out (periplasm)						iML1515														
3202	PHYT3		RXN0-1001; RXN-10943			MNXR101556	RXN0-1001; RXN-10943		iYO844									['MNXR101556']				
736	PHYTSpp	Phytase (periplasm)			rxn09119	MNXR102659		iML1515					['rxn09119']	['MNXR102659']								
3203	PIabc		ABC-27-RXN		rxn05145; rxn09122	MNXR102870	ABC-27-RXN		iYO844	iAF692					['META:ABC-27-RXN']		['rxn05145', 'rxn09122']	['MNXR102870']	['META:ABC-27-RXN']		['rxn05145', 'rxn09122']	['MNXR102870']
3205	PIt2r		TRANS-RXN-114		rxn05312; rxn09872; rxn09120; rxn09723; rxn09811; rxn09833	MNXR102872	TRANS-RXN-114		iYO844						['META:TRANS-RXN-114']		['rxn05312', 'rxn09833', 'rxn09811', 'rxn09872', 'rxn09723', 'rxn09120']	['MNXR102872']				
2575	PIt2rpp	Phosphate reversible transport via symport (periplasm)	TRANS-RXN-114		rxn05312; rxn09872; rxn09120; rxn09723; rxn09811; rxn09833	MNXR102872	TRANS-RXN-114	iML1515			['META:TRANS-RXN-114']		['rxn05312', 'rxn09833', 'rxn09811', 'rxn09872', 'rxn09723', 'rxn09120']	['MNXR102872']								
3206	PIt7				rxn05313	MNXR102874			iYO844								['rxn05313']	['MNXR102874']				
883	PItex	Phosphate transport via diffusion (extracellular to periplasm)	TRANS-RXN0-470		rxn13178; rxn09121; rxn09722; rxn10838	MNXR102871	TRANS-RXN0-470	iML1515			['META:TRANS-RXN0-470']		['rxn10838', 'rxn09722', 'rxn09121', 'rxn13178']	['MNXR102871']								
2595	PItpp	Phosphate export via facillated diffusion (periplasm)	TRANS-RXN0-470				TRANS-RXN0-470	iML1515														
1233	PIuabcpp	Phosphate transport via ABC system (uptake, periplasm)	ABC-27-RXN		rxn05145; rxn09122	MNXR102870	ABC-27-RXN	iML1515			['META:ABC-27-RXN']		['rxn05145', 'rxn09122']	['MNXR102870']								
2216	PLIPA1A120pp	Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)				MNXR102967		iML1515						['MNXR102967']								
2218	PLIPA1A140pp	Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)				MNXR102968		iML1515						['MNXR102968']								
2220	PLIPA1A141pp	Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)				MNXR102969		iML1515						['MNXR102969']								
2221	PLIPA1A160pp	Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)			rxn09126	MNXR102970		iML1515					['rxn09126']	['MNXR102970']								
2222	PLIPA1A161pp	Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)				MNXR102971		iML1515						['MNXR102971']								
2223	PLIPA1A180pp	Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)			rxn09128	MNXR102972		iML1515					['rxn09128']	['MNXR102972']								
1867	PLIPA1A181pp	Phospholipase A1 (phosphatidate, n-C18:1) (periplasm)				MNXR102973		iML1515						['MNXR102973']								
1740	PLIPA1E120pp	Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)				MNXR102974		iML1515						['MNXR102974']								
1662	PLIPA1E140pp	Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)				MNXR102975		iML1515						['MNXR102975']								
2117	PLIPA1E141pp	Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)				MNXR102976		iML1515						['MNXR102976']								
1664	PLIPA1E160pp	Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)			rxn09133	MNXR102977		iML1515					['rxn09133']	['MNXR102977']								
1666	PLIPA1E161pp	Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)				MNXR102978		iML1515						['MNXR102978']								
1806	PLIPA1E180pp	Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)			rxn09135	MNXR102979		iML1515					['rxn09135']	['MNXR102979']								
1774	PLIPA1E181pp	Phospholipase A1 (phosphatidylethanolamine, n-C18:1) (periplasm)				MNXR102980		iML1515						['MNXR102980']								
1753	PLIPA1G120pp	Phospholipase A1 (phosphatidylglycerol, n-C12:0) (periplasm)				MNXR102981		iML1515						['MNXR102981']								
1811	PLIPA1G140pp	Phospholipase A1 (phosphatidylglycerol, n-C14:0) (periplasm)				MNXR102982		iML1515						['MNXR102982']								
2076	PLIPA1G141pp	Phospholipase A1 (phosphatidylglycerol, n-C14:1) (periplasm)				MNXR102983		iML1515						['MNXR102983']								
2071	PLIPA1G160pp	Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)				MNXR102984		iML1515						['MNXR102984']								
1812	PLIPA1G161pp	Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)				MNXR102985		iML1515						['MNXR102985']								
1775	PLIPA1G180pp	Phospholipase A1 (phosphatidylglycerol, n-C18:0) (periplasm)				MNXR102986		iML1515						['MNXR102986']								
1781	PLIPA1G181pp	Phospholipase A1 (phosphatidylglycerol, n-C18:1) (periplasm)				MNXR102987		iML1515						['MNXR102987']								
2128	PLIPA2A120pp	Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)				MNXR102989		iML1515						['MNXR102989']								
1949	PLIPA2A140pp	Phospholipase A2 (phosphatidate, n-C14:0) (periplasm)				MNXR102990		iML1515						['MNXR102990']								
1950	PLIPA2A141pp	Phospholipase A2 (phosphatidate, n-C14:1) (periplasm)				MNXR102991		iML1515						['MNXR102991']								
